OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,Fireplaces,GarageArea,SalePrice,HouseStyle,Condition1,Neighborhood,MSZoning,SaleCondition
5,1972,2003,768,768,1,0,396,133900,SFoyer,Norm,CollgCr,RL,Normal
5,1969,1969,784,1968,2,1,530,172000,2Story,Norm,Mitchel,RL,Normal
6,1975,1975,945,980,2,0,0,127500,SFoyer,Norm,Edwards,RL,AdjLand
6,1946,1950,979,1958,2,0,492,145000,2Story,Norm,Crawfor,RH,Normal
6,1980,1980,561,1229,1,1,462,124000,2Story,Norm,Blueste,RM,Normal
5,1962,1962,1057,1057,1,0,576,132000,1Story,Norm,Sawyer,RL,Normal
7,2003,2003,1337,1337,2,0,531,185000,1Story,Norm,CollgCr,RL,Normal
7,1999,1999,696,1416,2,0,484,155000,2Story,Norm,Somerst,FV,Normal
5,1958,2008,858,858,1,0,0,116500,1Story,Norm,BrkSide,RL,Normal
6,1977,1995,1330,2872,2,1,619,272000,2Story,PosN,NWAmes,RL,Normal
6,1976,1976,804,1548,2,1,440,155000,2Story,Norm,NPkVill,RL,Normal
9,2007,2007,1800,1800,2,0,702,239000,1Story,Norm,CollgCr,RL,Normal
7,2002,2003,817,1894,2,1,510,214900,2Story,Norm,Timber,RL,Normal
6,2005,2007,783,1484,2,1,393,178900,2Story,RRAn,Gilbert,RL,Partial
5,1940,1950,728,1308,1,2,256,160000,1.5Fin,Norm,Crawfor,RL,Normal
5,1955,1955,1098,1098,1,0,260,135000,1Story,Norm,NAmes,RL,Normal
3,1910,1950,600,968,1,0,0,37900,1.5Fin,Norm,OldTown,RM,Abnorml
6,1958,1958,588,1095,1,0,264,140000,SLvl,Norm,NAmes,RL,Normal
4,1949,1950,720,1192,1,0,0,135000,1.5Fin,Norm,NAmes,RL,Abnorml
7,2003,2004,764,1626,2,0,474,173000,2Story,Norm,NridgHt,RL,Normal
6,1979,1979,918,918,2,1,264,99500,1Story,Norm,SawyerW,RL,Normal
7,2007,2008,1428,1428,2,0,480,182000,1Story,Norm,Somerst,FV,Partial
7,1910,1993,728,2019,1,0,532,167500,2Story,RRAn,BrkSide,RL,Normal
7,2000,2000,673,1382,2,0,490,165000,2Story,Norm,Somerst,FV,Normal
4,1923,1958,440,869,1,0,0,85500,1Story,Norm,BrkSide,RL,Normal
7,2006,2007,1241,1241,1,0,569,199900,1Story,Norm,Somerst,FV,Partial
4,1954,1954,894,894,1,0,400,110000,1Story,Norm,Edwards,RL,Abnorml
5,1963,1963,1121,1121,1,0,480,139000,1Story,Feedr,Sawyer,RL,Normal
7,1961,2007,944,999,1,0,588,178400,SFoyer,Norm,NAmes,RL,Normal
8,1998,1999,1225,2612,2,1,676,336000,2Story,Norm,NoRidge,RL,Normal
7,2007,2007,1266,1266,2,1,388,159895,1Story,Norm,Blmngtn,RL,Normal
8,2002,2002,1128,2290,2,1,779,255900,2Story,Norm,CollgCr,RL,Normal
5,1977,1977,0,1734,2,0,539,126000,1.5Fin,Norm,Mitchel,RL,Normal
5,1950,1950,1164,1164,1,0,240,125000,1Story,Norm,Edwards,RL,Normal
6,1910,2003,485,1635,1,0,255,117000,1.5Fin,Feedr,OldTown,RM,Normal
9,2009,2010,1930,1940,2,1,606,395192,1Story,Norm,NridgHt,RL,Partial
6,1976,1976,848,2030,2,1,551,195000,2Story,Norm,NWAmes,RL,Normal
7,2006,2006,770,1576,2,0,614,197000,2Story,Norm,Somerst,FV,Partial
8,1997,1998,1396,2392,2,1,870,348000,2Story,Norm,NoRidge,RL,Normal
8,1882,1986,916,1742,1,1,424,168000,2Story,Artery,OldTown,RM,Normal
6,1964,1993,822,1851,2,1,440,187000,2Story,Norm,NAmes,RL,Normal
6,2005,2006,750,1500,2,0,564,173900,2Story,Norm,CollgCr,RL,Partial
10,2006,2007,1700,1718,2,1,786,337500,1Story,Norm,NridgHt,RL,Normal
4,1946,1950,747,1230,1,0,305,121600,1.5Fin,Feedr,BrkSide,RL,Abnorml
5,1961,1961,1050,1050,1,0,368,136500,1Story,Norm,NAmes,RL,Normal
6,1970,1970,1442,1442,2,1,615,185000,1Story,PosA,NWAmes,RL,Normal
3,1922,1950,1007,1077,1,1,210,91000,1Story,Norm,IDOTRR,RM,Normal
7,2006,2006,1187,1208,2,0,632,206000,1Story,Norm,CollgCr,RL,Normal
3,1952,1952,0,944,1,0,528,82000,1Story,Norm,Edwards,RL,Normal
5,1920,1950,691,691,1,0,216,86000,1Story,Norm,OldTown,RL,Abnorml
8,2006,2006,1574,1574,2,1,824,232000,1Story,RRAn,Somerst,RL,Normal
5,1976,1976,1680,1680,2,0,528,136905,1Story,Feedr,NWAmes,RL,Normal
7,2005,2006,1346,1504,2,1,457,181000,1Story,Norm,Blmngtn,RL,Normal
5,1977,1977,985,985,2,0,328,149900,SLvl,Norm,CollgCr,RL,Normal
6,1970,1970,1657,1657,2,1,484,163500,1Story,PosN,NAmes,RL,Normal
4,1970,1970,546,1092,1,0,286,88000,2Story,Norm,MeadowV,RM,Normal
7,2004,2005,1710,1710,2,1,550,240000,1Story,Norm,Mitchel,RL,Normal
5,1926,1950,1008,1522,2,0,0,102000,1.5Fin,Norm,SWISU,RL,Normal
5,1948,1950,720,1271,2,1,312,135000,1.5Fin,Norm,Sawyer,RL,Normal
5,1965,1965,0,1664,2,0,0,100000,1Story,Norm,Edwards,RL,Normal
6,1923,1996,602,1502,1,2,180,165000,2Story,Norm,Crawfor,RL,Normal
5,1910,2006,1022,1022,1,0,280,85000,1Story,Norm,OldTown,RM,Normal
6,1948,1950,1082,1082,1,1,240,119200,1Story,Artery,NAmes,RL,Normal
8,2001,2001,810,1665,2,0,528,227000,2Story,Norm,NWAmes,RL,Normal
7,1996,1996,1504,1504,2,1,478,203000,1Story,Norm,CollgCr,RL,Normal
8,1984,1984,1220,1360,1,1,565,187500,1Story,Norm,StoneBr,RL,Abnorml
7,1991,1992,384,1472,2,1,402,160000,SLvl,Norm,Gilbert,RL,Normal
7,2005,2005,1362,1506,2,1,440,213490,1Story,Norm,Blmngtn,RL,Normal
4,2005,2005,1132,1132,1,0,451,176000,1Story,Norm,Edwards,RL,Normal
7,2006,2006,1199,1220,2,0,632,194000,1Story,Norm,CollgCr,RL,Partial
5,1930,1950,912,1248,1,0,160,87000,1.5Fin,Norm,OldTown,RM,Normal
7,2005,2006,1346,1504,2,1,437,191000,1Story,Norm,Blmngtn,RL,Normal
8,1976,1976,1565,2898,2,1,665,287000,1Story,Norm,Timber,RL,Abnorml
5,1972,1972,882,882,1,0,461,112500,1Story,Norm,CollgCr,RL,Normal
5,1960,1960,1268,1264,1,2,461,167500,1Story,Feedr,NAmes,RL,Normal
8,2007,2008,1638,1646,2,1,800,293077,1Story,Norm,Timber,RL,Partial
5,1941,1950,768,1376,1,1,240,105000,1.5Fin,Artery,NAmes,RL,Normal
6,1972,1972,672,1218,1,0,264,118000,2Story,Norm,BrDale,RM,Normal
5,1916,1995,686,1928,2,0,0,160000,2Story,Norm,SWISU,RH,Normal
7,1920,1970,824,3082,2,2,672,197000,2.5Fin,Norm,SWISU,RL,Normal
8,1993,1993,1338,2520,2,1,796,310000,2Story,Norm,NoRidge,RL,Abnorml
7,2002,2002,1654,1654,2,0,900,230000,1Story,Norm,CollgCr,RL,Normal
5,1938,1950,920,954,1,1,240,119750,1Story,Norm,Crawfor,RL,Normal
4,1957,1957,0,845,1,0,290,84000,1Story,Norm,Edwards,RL,Normal
9,2007,2008,1620,1620,2,1,912,315500,1Story,Norm,Timber,RL,Normal
8,2001,2002,1055,2263,2,1,905,287000,2Story,Norm,CollgCr,RL,Normal
4,1970,2008,546,1344,1,1,0,97000,2Story,Norm,MeadowV,RM,Normal
4,1970,1970,630,630,1,0,286,80000,SFoyer,Norm,MeadowV,RM,Normal
5,1957,2000,1134,1803,2,1,484,155000,1Story,Norm,Sawyer,RL,Normal
6,1966,2000,800,1632,1,0,484,173000,2Story,Feedr,NWAmes,RL,Normal
6,2005,2005,1306,1306,2,1,624,196000,1Story,Norm,NridgHt,RL,Normal
7,1990,1990,1475,2329,2,1,514,262280,2Story,Norm,SawyerW,RL,Normal
8,1981,1981,2524,2524,2,1,542,278000,1Story,PosN,NWAmes,RL,Normal
3,1955,1955,0,1733,2,1,452,139600,1Story,Norm,Edwards,RL,Normal
9,2005,2006,1992,2868,3,1,716,556581,2Story,Norm,StoneBr,RL,Partial
5,1994,1995,990,990,1,0,672,145000,1Story,Norm,CollgCr,RL,Normal
5,1960,2006,0,1771,1,1,336,115000,1Story,Norm,Mitchel,RL,Normal
4,1946,2006,0,930,1,0,308,84900,1Story,Norm,Edwards,RL,Abnorml
7,2007,2007,1302,1302,2,0,436,176485,1Story,Norm,Gilbert,RL,Partial
7,2007,2007,1316,1316,2,1,440,200141,1Story,Norm,CollgCr,RL,Partial
6,1964,1978,816,1977,1,1,540,165000,2Story,Artery,NAmes,RL,Normal
5,1957,2002,1216,1526,1,1,364,144500,1Story,Norm,Edwards,RL,Normal
8,2002,2002,1065,1989,2,1,586,255000,2Story,Norm,CollgCr,RL,Normal
6,1976,1976,1193,1523,2,1,478,180000,1Story,Norm,NWAmes,RL,Abnorml
7,2005,2005,1364,1364,2,1,484,185850,1Story,Norm,NridgHt,RL,Normal
7,1994,1994,973,1850,2,1,467,248000,2Story,Norm,NoRidge,RL,Normal
9,2008,2008,1104,2184,2,1,836,335000,2Story,Norm,NridgHt,RL,Normal
6,1932,1950,854,1991,1,1,432,220000,1.5Fin,Norm,Crawfor,RL,Normal
8,2001,2001,1338,1338,2,0,582,213500,1Story,Norm,StoneBr,RL,Normal
3,1935,1950,894,894,1,0,1248,81000,1Story,Norm,IDOTRR,C (all),Normal
5,1900,1950,662,2337,2,0,560,90000,2Story,Norm,OldTown,RM,Normal
6,1925,1980,1103,1103,1,1,440,110500,1Story,Artery,OldTown,RM,Normal
5,1966,1966,1154,1154,1,1,480,154000,1Story,Norm,NAmes,RL,Normal
7,1996,1997,1306,2260,2,0,533,328000,2Story,Norm,ClearCr,RL,Normal
6,1993,1994,799,1571,2,1,380,178000,2Story,Norm,Gilbert,RL,Normal
6,1964,1964,780,1611,1,0,442,167900,2Story,Norm,NAmes,RL,Normal
6,1973,1973,942,2521,2,1,576,151400,2Story,Norm,MeadowV,RM,Normal
5,1949,2003,845,893,1,0,576,135000,1.5Unf,Norm,NAmes,RL,Normal
5,1956,1956,1048,1048,1,0,286,135000,1Story,Norm,NAmes,RL,Normal
6,1968,1968,727,1556,1,0,441,154000,2Story,RRAn,NWAmes,RL,Normal
5,1948,1950,810,1456,1,1,280,91500,1.5Fin,Artery,Edwards,RL,Normal
6,1977,1977,690,1426,1,0,440,159500,2Story,Norm,Edwards,RL,Normal
7,2006,2006,1240,1240,2,0,826,194000,1Story,Norm,CollgCr,RL,Normal
7,1940,1984,800,1740,1,2,240,219500,2Story,Norm,Crawfor,RL,Normal
5,1936,1989,796,1466,2,1,566,170000,1.5Fin,Norm,OldTown,RL,Normal
5,1969,1969,1096,1096,1,0,299,138800,1Story,Norm,NAmes,RL,Abnorml
6,2004,2004,848,848,1,1,420,155900,1Story,Norm,CollgCr,RM,Normal
5,1994,1994,990,990,1,0,299,126000,1Story,Norm,CollgCr,RL,Normal
6,1971,2004,1258,1258,2,0,528,145000,1Story,Norm,NWAmes,RL,Abnorml
5,1963,1963,1040,1040,1,0,308,133000,1Story,Feedr,Sawyer,RL,Normal
7,2002,2002,1459,1459,2,1,527,192000,1Story,Norm,CollgCr,RL,Normal
6,1964,1964,1251,1251,1,2,461,160000,1Story,Norm,NAmes,RL,Normal
6,1995,1996,691,1498,2,1,409,187500,2Story,Norm,Gilbert,RL,Normal
6,1992,1992,936,996,1,0,564,147000,SFoyer,Norm,SawyerW,RL,Normal
4,1973,1973,546,1092,1,0,286,83500,2Story,Norm,MeadowV,RM,Normal
8,2005,2006,1082,1953,2,1,1043,252000,2Story,Norm,Somerst,FV,Normal
7,2004,2004,970,1709,2,0,380,137500,2Story,Norm,Edwards,RM,Normal
8,2005,2005,1247,1247,1,1,550,197000,1Story,Norm,Somerst,FV,Normal
3,1950,1950,0,1040,2,0,400,92900,1Story,Norm,NAmes,RL,Normal
7,1999,2000,600,1252,2,0,462,160000,2Story,Norm,Somerst,FV,Normal
6,1925,1950,1181,1694,2,1,576,136500,1.5Fin,Norm,SWISU,RL,Normal
5,1965,1998,864,1200,1,0,884,146000,1Story,Feedr,NAmes,RL,Normal
5,1956,2000,936,936,1,0,308,129000,1Story,Norm,NAmes,RL,Normal
6,2006,2006,1314,1314,2,1,440,176432,1Story,Norm,CollgCr,RL,Normal
6,1914,2006,684,1355,1,0,0,127000,2Story,Norm,IDOTRR,RM,Normal
8,1986,1986,1074,1088,1,0,461,170000,1Story,Norm,StoneBr,RL,Normal
4,1936,1950,672,1324,1,0,240,128000,1.5Fin,Norm,BrkSide,RM,Normal
7,1978,1978,1271,1601,2,1,478,157000,1Story,RRAn,NWAmes,RL,Abnorml
2,1920,1950,290,438,1,0,246,60000,1Story,Norm,SWISU,RL,Normal
5,1971,1971,950,950,1,0,280,119500,1Story,Norm,NAmes,RL,Normal
5,1960,2002,1010,1134,1,0,254,135000,1Story,Norm,NAmes,RL,Family
6,1959,1959,655,1194,1,1,539,159500,1Story,Norm,NAmes,RL,Normal
5,1970,1970,630,1302,2,0,440,106000,2Story,Norm,BrDale,RM,Normal
8,1994,1995,1463,2622,2,2,712,325000,2Story,Norm,NoRidge,RL,Normal
7,1990,1991,910,1442,2,1,719,179900,1Story,Feedr,SawyerW,RL,Normal
7,2006,2006,868,2021,2,1,422,274725,2Story,Norm,Gilbert,RL,Partial
6,2000,2000,924,1690,2,1,463,181000,2Story,Norm,Gilbert,RL,Abnorml
8,2004,2005,1836,1836,2,1,862,280000,1Story,Norm,NridgHt,RL,Normal
6,1995,1996,773,1658,2,1,431,188000,2Story,Norm,Gilbert,RL,Normal
7,1976,1976,803,1964,2,1,483,205000,2Story,Norm,NWAmes,RL,Normal
5,1957,1957,816,816,1,0,308,129900,1Story,Norm,NAmes,RL,Normal
5,1953,2006,1008,1008,1,0,240,134500,1Story,Norm,NAmes,RL,Normal
5,1954,2000,833,833,1,0,326,117000,1Story,Norm,OldTown,RL,Normal
8,2007,2007,1734,1734,2,1,928,318000,1Story,Norm,NridgHt,RL,Partial
8,2002,2002,408,1419,2,1,527,184100,SLvl,Norm,Gilbert,RL,Normal
5,1967,2003,894,894,1,0,450,130000,1Story,Feedr,Sawyer,RL,Normal
5,1958,1987,533,1601,1,0,300,140000,SLvl,Norm,Sawyer,RL,Normal
5,1959,1959,1040,1040,1,0,286,133700,1Story,Norm,NAmes,RL,Normal
6,1920,1950,1012,1012,1,1,308,118400,1Story,Norm,IDOTRR,RM,Normal
7,2005,2006,1552,1552,2,0,782,212900,1Story,Norm,CollgCr,RL,Partial
4,1956,1956,672,960,1,0,288,112000,1Story,Norm,Edwards,RL,Abnorml
5,1947,2008,698,698,1,0,0,118000,1Story,Norm,Edwards,RL,Normal
7,1992,1992,384,1482,2,1,392,163900,SLvl,Norm,Gilbert,RL,Normal
4,1955,1955,1005,1005,1,1,672,115000,1Story,Norm,NAmes,RL,Normal
7,2007,2007,1373,1555,2,1,660,174000,1Story,Norm,Blmngtn,RL,Normal
7,2004,2004,1530,1530,2,1,630,259000,1Story,Norm,Gilbert,RL,Family
7,2004,2005,847,1959,2,1,434,215000,2Story,Norm,Gilbert,RL,Normal
5,1980,1980,936,936,1,0,672,140000,SFoyer,Norm,OldTown,RM,Normal
4,1928,1950,1122,1981,2,2,576,135000,1.5Fin,Norm,SWISU,RL,Normal
5,1991,1992,974,974,1,0,0,93500,1Story,Norm,Mitchel,RL,Abnorml
6,1880,1950,1008,2210,2,0,205,117500,2Story,Norm,OldTown,RM,Normal
8,1995,1995,1128,2020,2,1,466,239500,2Story,Norm,SawyerW,RL,Normal
6,1997,1997,916,1600,2,1,460,169000,2Story,Norm,Gilbert,RL,Normal
6,1926,1950,960,986,1,1,180,102000,1Story,Norm,BrkSide,RM,Normal
6,1950,1950,1032,1252,1,0,288,119000,1.5Fin,Norm,NAmes,RL,Abnorml
5,1875,1996,780,1020,1,0,0,94000,1.5Fin,Feedr,Sawyer,RL,Normal
6,1977,1977,1567,1567,2,2,714,196000,1Story,Norm,Mitchel,RL,Normal
5,1920,1950,915,1167,1,1,495,144000,1Story,Norm,BrkSide,RL,Normal
5,1951,1951,952,952,1,0,840,139000,1Story,Norm,NAmes,RL,Abnorml
5,1976,1976,780,1868,2,1,484,197500,2Story,PosN,NWAmes,RL,Normal
8,2006,2007,1466,2828,3,1,1052,424870,2Story,Norm,CollgCr,RL,Partial
5,1959,1959,1006,1006,1,0,0,80000,1Story,Norm,Sawyer,RL,Normal
4,1941,1950,672,924,1,0,280,80000,1.5Fin,Norm,Edwards,RL,Normal
5,1928,1950,1042,1576,1,1,225,149000,1.5Fin,Norm,BrkSide,RM,Family
6,1985,1985,1298,1298,2,1,403,180000,1Story,Norm,SawyerW,RL,Normal
7,1941,1950,704,1564,1,1,234,174500,2Story,Norm,Crawfor,RL,Normal
7,1926,1950,572,1111,1,1,288,116900,1.5Fin,Norm,OldTown,RM,Normal
7,1920,1988,650,1482,1,0,324,143000,2Story,Artery,OldTown,RM,Normal
6,1950,1950,932,932,1,1,306,124000,1Story,Norm,NAmes,RL,Normal
5,1959,1959,1466,1466,1,2,528,149900,1Story,Norm,Edwards,RL,Normal
6,1956,2004,1073,1811,1,1,470,230000,1Story,Norm,Crawfor,RL,Abnorml
6,1930,2007,816,816,1,0,432,120500,1Story,Norm,IDOTRR,RM,Normal
7,1965,1988,864,1820,1,2,492,201800,2Story,Norm,NAmes,RL,Normal
5,1976,2004,1437,1437,2,1,528,218000,1Story,Norm,Veenker,RL,Normal
5,1965,1999,1219,1265,2,1,502,179900,SLvl,Norm,NAmes,RL,Normal
7,2007,2008,1314,1314,2,1,626,230000,1Story,Norm,NridgHt,RL,Normal
8,2007,2008,1580,1580,2,0,830,235128,1Story,Feedr,Somerst,RL,Partial
6,1974,1974,901,1876,2,1,540,185000,2Story,Norm,NWAmes,RL,Normal
6,1978,1978,855,1456,2,1,440,146000,2Story,Norm,NPkVill,RL,Normal
6,1954,2006,1296,1640,1,1,924,224000,1Story,PosN,Crawfor,RL,Normal
5,1968,1968,894,894,1,1,450,129000,1Story,Norm,Sawyer,RL,Normal
4,1969,1969,1198,1258,0,0,400,108959,SFoyer,Feedr,Sawyer,RL,Alloca
5,1978,1978,1360,1432,1,1,588,194000,SLvl,Feedr,Veenker,RL,Normal
7,2009,2009,1502,1502,2,0,644,233170,1Story,Norm,NridgHt,RL,Partial
8,2008,2008,1694,1694,2,0,776,245350,1Story,Norm,CollgCr,RL,Normal
6,2000,2000,959,1671,2,1,472,173000,2Story,RRAn,Gilbert,RL,Normal
6,1935,1986,1127,2108,2,2,540,235000,2Story,Norm,Edwards,RL,Normal
10,1995,1996,1930,3627,3,1,807,625000,2Story,Norm,NoRidge,RL,Normal
6,1977,1977,1096,1118,1,1,358,171000,SLvl,Norm,Mitchel,RL,Normal
6,1958,1958,1261,1261,1,1,433,163000,1Story,Norm,NAmes,RL,Normal
7,2006,2007,625,1250,2,0,625,171900,2Story,Norm,Somerst,FV,Normal
5,1946,1994,1598,3086,3,1,0,200500,1.5Fin,Norm,ClearCr,RL,Normal
6,1932,1950,952,2345,2,1,360,239000,2Story,Norm,Crawfor,RL,Normal
8,1992,2000,1683,2872,2,1,541,285000,1.5Fin,Norm,NoRidge,RL,Normal
5,1984,1985,876,923,1,0,264,119500,1Story,Norm,Mitchel,RL,Normal
6,1926,2004,818,1224,1,0,210,115000,1.5Fin,Artery,OldTown,RM,Normal
5,1921,1950,731,1343,1,1,186,154900,1.5Fin,Norm,Crawfor,RL,Normal
5,1954,1954,0,1124,1,1,0,93000,1Story,Norm,Edwards,RL,Normal
7,1990,1991,1216,2514,2,0,693,250000,2Story,Norm,Timber,RL,Normal
8,2008,2008,1600,1652,2,1,482,392500,1Story,Norm,Crawfor,RM,Partial
10,1996,1996,2396,4476,3,2,813,745000,2Story,Norm,NoRidge,RL,Abnorml
5,1920,1950,1120,1130,1,1,720,120000,1Story,Norm,OldTown,RL,Normal
5,1963,1963,1572,1572,1,2,995,186700,1Story,Norm,Timber,RL,Normal
5,1924,1950,784,1221,1,0,392,104900,1.5Fin,Norm,Edwards,RL,Normal
3,1900,1970,978,1699,2,0,420,95000,2Story,Artery,OldTown,RL,Abnorml
8,1994,1995,1624,1624,2,1,757,262000,1Story,Norm,NoRidge,RL,Normal
7,2002,2002,831,1660,2,0,493,195000,2Story,Norm,CollgCr,RL,Normal
7,1999,1999,994,1804,2,1,442,189000,2Story,Norm,Gilbert,RL,Normal
4,1961,1975,1249,1622,1,1,1356,168000,1Story,Norm,Mitchel,RL,Normal
8,1999,2000,776,1441,2,0,492,174000,2Story,Norm,Somerst,FV,Normal
5,1925,1994,702,1472,1,0,250,125000,1.5Fin,Norm,OldTown,RM,Normal
6,1999,1999,1224,1224,2,0,402,165000,1Story,Norm,Mitchel,RM,Normal
6,1969,1969,663,1352,1,0,299,158000,2Story,Norm,Sawyer,RL,Normal
6,2005,2005,728,1456,2,0,400,176000,2Story,Norm,Gilbert,RL,Normal
7,2006,2006,879,1863,2,1,660,219210,2Story,Norm,Gilbert,RL,Partial
7,1916,1950,815,1690,1,1,225,144000,2.5Unf,Norm,OldTown,RM,Normal
7,2001,2001,1212,1212,2,0,573,178000,1Story,Norm,CollgCr,RL,Normal
4,1963,1979,1051,1382,1,1,459,148000,1Story,Norm,Sawyer,RL,Normal
4,1970,1970,864,864,1,0,280,116050,1Story,Norm,NAmes,RL,Abnorml
7,1998,1998,866,1779,2,0,546,197900,2Story,Norm,CollgCr,RL,Normal
5,1925,1997,884,1348,1,1,216,117000,1.5Fin,Norm,BrkSide,RM,Normal
7,2000,2001,1630,1630,2,1,451,213000,1Story,Norm,CollgCr,RL,Normal
5,1975,1975,1056,1074,1,0,495,153500,1Story,Norm,NWAmes,RL,Normal
7,1990,1991,2158,2196,2,1,701,271900,1Story,Norm,SawyerW,RL,Normal
4,1966,1966,1056,1056,1,0,384,107000,1Story,Norm,SawyerW,RH,Normal
6,2003,2003,1682,1700,2,0,544,200000,1Story,Norm,CollgCr,RL,Normal
5,1962,1980,931,1283,1,0,506,140000,1Story,Norm,NAmes,RL,Normal
8,2006,2006,1660,1660,2,1,500,290000,1Story,RRNn,Somerst,RL,Partial
6,1992,1992,1055,1845,2,1,462,189000,2Story,Norm,SawyerW,RL,Normal
8,1988,2005,559,1752,2,0,492,164000,1.5Fin,Norm,Gilbert,RL,Normal
4,1941,1950,672,672,1,0,234,113000,1Story,Norm,Edwards,RL,Normal
4,1965,2001,648,960,0,0,364,145000,SLvl,Norm,Sawyer,RL,Normal
5,1962,1962,925,999,1,0,300,134500,SFoyer,Norm,NAmes,RL,Normal
5,1966,1966,894,894,1,0,384,125000,1Story,Norm,Sawyer,RL,Normal
6,1978,1978,0,1902,2,0,539,112000,1.5Fin,RRAe,Sawyer,RM,Normal
8,2009,2009,1300,1314,2,0,552,229456,1Story,Norm,Somerst,FV,Partial
4,1947,1950,0,912,1,0,0,80500,1.5Fin,Norm,BrkSide,RM,Normal
6,1971,1971,672,1218,1,0,0,91500,2Story,Norm,BrDale,RM,Abnorml
5,1964,1964,912,912,1,0,288,115000,1Story,Norm,NAmes,RL,Abnorml
5,1968,1968,952,1211,1,1,322,134000,1Story,Feedr,Sawyer,RL,Normal
6,1949,1950,1040,1846,2,1,315,143000,1.5Fin,Artery,NAmes,RL,Normal
5,1951,1951,2136,2136,2,0,528,137900,1Story,Norm,NAmes,RL,Normal
7,2004,2005,788,1490,2,1,388,184000,2Story,RRAn,Gilbert,RL,Normal
6,1958,1958,588,1138,1,0,264,145000,SLvl,Norm,NAmes,RL,Normal
6,2007,2007,894,1933,2,1,668,214000,2Story,Feedr,Somerst,RL,Normal
5,1965,2008,912,912,1,0,576,147000,1Story,Norm,NAmes,RL,Normal
9,2008,2008,1702,1702,1,1,1052,367294,1Story,Norm,NridgHt,RL,Partial
5,1960,1960,1075,1507,2,0,404,127000,SLvl,Norm,NAmes,RL,Normal
5,1977,1977,1361,2620,2,1,600,190000,1.5Fin,Feedr,Sawyer,RL,Normal
5,1962,1962,1106,1190,1,0,540,132500,SLvl,Norm,NAmes,RL,Normal
4,1962,1962,0,1224,2,0,462,101800,1Story,Norm,NAmes,RL,Normal
5,1959,1959,1188,1188,1,0,531,142000,1Story,Norm,NAmes,RL,Abnorml
5,1911,1950,940,1964,1,0,0,130000,2Story,Norm,SWISU,RH,Abnorml
5,1914,1950,747,1784,1,0,180,138887,2Story,Norm,Crawfor,RL,Normal
7,2003,2003,764,1626,2,0,474,175500,2Story,Norm,NridgHt,RL,Normal
7,2004,2005,847,1948,2,1,434,195000,2Story,Norm,CollgCr,RL,Normal
6,2005,2005,1141,1141,1,0,484,142500,1Story,RRAe,SawyerW,RL,Abnorml
8,2006,2006,1476,1484,2,1,472,265900,1Story,Norm,Timber,RL,Normal
7,2003,2003,884,1768,2,0,543,224900,2Story,Norm,CollgCr,RL,Normal
7,2007,2007,1689,1689,2,0,954,248328,1Story,Norm,Somerst,RL,Partial
7,1974,1974,1053,1173,2,2,528,170000,SFoyer,Norm,NWAmes,RL,Family
10,2006,2006,2076,2076,2,1,850,465000,1Story,Norm,NridgHt,RL,Partial
8,1929,1950,792,1517,1,2,400,230000,2Story,Norm,Crawfor,RL,Normal
6,1984,2003,585,1868,3,1,477,178000,SLvl,Norm,NWAmes,RL,Abnorml
7,2005,2006,756,1553,2,0,615,186500,2Story,Norm,Somerst,FV,Partial
6,1976,1976,1012,1034,1,0,888,169900,SLvl,Norm,Mitchel,RL,Normal
6,1917,1950,735,2058,1,1,396,129500,2.5Unf,Norm,OldTown,RM,Normal
5,1950,1950,876,988,1,0,276,119000,1Story,Norm,NAmes,RL,Normal
7,1968,1968,2110,2110,2,2,522,244000,1Story,Norm,NAmes,RL,Normal
7,2003,2003,1405,1405,2,1,478,171750,1Story,Norm,NridgHt,RL,Normal
5,1968,1968,864,874,1,0,288,130000,1Story,Norm,Mitchel,RL,Normal
7,1974,2003,1192,2167,2,2,518,294000,2Story,Norm,Veenker,RL,Normal
7,2003,2004,746,1656,2,1,397,165400,2Story,Norm,Edwards,RL,Normal
6,1931,1950,884,1367,1,1,560,127500,1.5Fin,Norm,BrkSide,RM,Normal
8,1994,1994,1986,1987,2,1,691,301500,1Story,Norm,NoRidge,RL,Normal
5,1922,1950,864,864,1,0,0,99900,1Story,Feedr,Edwards,RL,Normal
7,2005,2005,856,1166,2,0,400,190000,SLvl,Norm,Gilbert,RL,Normal
6,1969,1969,1054,1054,1,0,460,151000,1Story,Norm,NAmes,RL,Normal
6,1999,1999,841,1675,2,1,502,181000,2Story,RRAn,Gilbert,RL,Normal
5,1956,1956,1050,1050,1,0,338,128900,1Story,Norm,NAmes,RL,Normal
4,1957,1989,1104,1788,1,2,304,161500,1.5Fin,Norm,ClearCr,RL,Normal
6,1919,1950,764,1824,1,1,520,180500,2Story,Norm,BrkSide,RL,Normal
6,1998,1999,1405,1337,2,0,511,181000,1Story,Norm,NAmes,RH,Abnorml
7,1999,1999,691,1452,2,0,506,183900,2Story,Norm,Somerst,FV,Normal
7,1910,1950,925,1889,1,1,308,122000,2.5Unf,Feedr,OldTown,RM,Normal
9,2008,2009,2002,2018,2,1,746,378500,1Story,Norm,Timber,RL,Normal
8,1935,1997,728,3447,3,2,1014,381000,1.5Fin,Norm,Crawfor,RL,Normal
5,1958,1958,874,1524,1,0,315,144000,1.5Fin,Feedr,NAmes,RL,Normal
